rank,abbrv,country,eci_value,delta,year
101,SAU,Saudi Arabia,-2.434541,-2,1975
102,GAB,Gabon,-2.483861,-1,1975
103,NGA,Nigeria,-2.51689,-3,1975
1,JPN,Japan,1.302186,0,1976
2,SWE,Sweden,1.29404,1,1976
3,CHE,Switzerland,1.263466,1,1976
4,GBR,United Kingdom,1.225304,1,1976
5,AUT,Austria,1.210687,-3,1976
6,ITA,Italy,1.167615,1,1976
7,FRA,France,1.133359,-1,1976
8,CAN,Canada,1.054916,18,1976
9,BEL,Belgium,1.038334,1,1976
10,USA,United States,1.034462,-2,1976
11,NOR,Norway,1.011353,0,1976
12,FIN,Finland,0.9875969,-3,1976
13,DNK,Denmark,0.9839704,-1,1976
14,LBN,Lebanon,0.9323182,9,1976
15,JOR,Jordan,0.9313585,9,1976
16,NLD,Netherlands,0.900606,-2,1976
17,ISR,Israel,0.8780214,10,1976
18,HKG,Hong Kong,0.8653454,1,1976
19,ESP,Spain,0.8643635,-2,1976
20,KOR,"Korea, Rep.",0.8600228,-2,1976
21,IRL,Ireland,0.8559723,-1,1976
22,SYR,Syrian Arab Republic,0.8201316,29,1976
23,POL,Poland,0.819663,-10,1976
24,KWT,Kuwait,0.7949248,47,1976
25,HUN,Hungary,0.7748285,-9,1976
26,PRT,Portugal,0.7474011,-5,1976
27,MEX,Mexico,0.7205206,2,1976
28,BGR,Bulgaria,0.7197841,-6,1976
29,MNG,Mongolia,0.7183,23,1976
30,ROU,Romania,0.7075545,-5,1976
31,GRC,Greece,0.5982133,-3,1976
32,SGP,Singapore,0.5229387,3,1976
33,CHN,China,0.5218229,-1,1976
34,IND,India,0.5022733,3,1976
35,PAN,Panama,0.4662763,-2,1976
36,URY,Uruguay,0.4622928,-5,1976
37,ZWE,Zimbabwe,0.4561445,-22,1976
38,KHM,Cambodia,0.4406455,30,1976
39,SLV,El Salvador,0.4062888,-9,1976
40,NZL,New Zealand,0.4037335,-4,1976
41,ARG,Argentina,0.3702918,-2,1976
42,AUS,Australia,0.3692317,-1,1976
43,CRI,Costa Rica,0.3522375,-5,1976
44,PAK,Pakistan,0.3471269,4,1976
45,MUS,Mauritius,0.3397624,11,1976
46,COL,Colombia,0.3177468,-12,1976
47,TUR,Turkey,0.3089987,-1,1976
48,GTM,Guatemala,0.2973605,-8,1976
49,JAM,Jamaica,0.285566,-6,1976
50,CHL,Chile,0.2771861,-6,1976
51,MAR,Morocco,0.2499596,-2,1976
52,TUN,Tunisia,0.2057053,1,1976
53,ALB,Albania,0.1943126,-6,1976
54,ZAF,South Africa,0.1936766,1,1976
55,KEN,Kenya,0.1685033,10,1976
56,BRA,Brazil,0.1356975,1,1976
57,EGY,Egypt,0.1248516,-15,1976
58,PHL,Philippines,0.1089308,6,1976
59,PER,Peru,0.1006244,4,1976
60,NIC,Nicaragua,0.0929263,-15,1976
61,VNM,Viet Nam,0.0704923,-2,1976
62,DOM,Dominican Republic,0.0425818,0,1976
63,TTO,Trinidad and Tobago,0.0235132,-9,1976
64,HND,Honduras,0.0040779,-4,1976
65,SEN,Senegal,-0.0495286,-15,1976
66,THA,Thailand,-0.0552874,4,1976
67,MWI,Malawi,-0.1260339,-9,1976
68,ARE,United Arab Emirates,-0.1599443,29,1976
69,MYS,Malaysia,-0.1763583,5,1976
70,MRT,Mauritania,-0.1900385,-3,1976
71,QAT,Qatar,-0.2095434,20,1976
72,MLI,Mali,-0.2270621,1,1976
73,PRY,Paraguay,-0.2412556,-7,1976
74,BOL,Bolivia,-0.3679146,12,1976
75,BGD,Bangladesh,-0.3799768,-3,1976
76,DZA,Algeria,-0.391682,-7,1976
77,ZMB,Zambia,-0.4346865,-16,1976
78,TZA,Tanzania,-0.456981,6,1976
79,LAO,Lao PDR,-0.4571149,4,1976
80,ETH,Ethiopia,-0.4685188,-1,1976
81,CUB,Cuba,-0.5085216,-3,1976
82,SDN,Sudan,-0.5412492,5,1976
83,MOZ,Mozambique,-0.5438268,-3,1976
84,LKA,Sri Lanka,-0.5551526,-9,1976
85,MDG,Madagascar,-0.5653514,-9,1976
86,LBR,Liberia,-0.6496531,-5,1976
87,UGA,Uganda,-0.6739003,11,1976
88,CMR,Cameroon,-0.7350595,-6,1976
89,CIV,Cote d'Ivoire,-0.9639183,1,1976
90,GHA,Ghana,-1.006075,-2,1976
91,IRN,Iran,-1.109558,1,1976
92,AGO,Angola,-1.193168,3,1976
93,IDN,Indonesia,-1.231106,3,1976
94,ECU,Ecuador,-1.289799,-9,1976
95,COG,Congo,-1.348269,-6,1976
96,PNG,Papua New Guinea,-1.49344,4,1976
97,OMN,Oman,-1.693399,-3,1976
98,GAB,Gabon,-1.844372,4,1976
99,GIN,Guinea,-1.882534,0,1976
100,NGA,Nigeria,-1.929511,3,1976
101,VEN,Venezuela,-2.099007,-24,1976
102,LBY,Libya,-2.882773,-9,1976
103,SAU,Saudi Arabia,-7.248833,-2,1976
1,JPN,Japan,1.949926,0,1977
2,SWE,Sweden,1.806876,0,1977
3,CHE,Switzerland,1.766594,0,1977
4,GBR,United Kingdom,1.688709,0,1977
5,ITA,Italy,1.648092,1,1977
6,AUT,Austria,1.645637,-1,1977
7,CAN,Canada,1.641732,1,1977
8,FRA,France,1.527693,-1,1977
9,BEL,Belgium,1.366343,0,1977
10,USA,United States,1.344138,0,1977
11,FIN,Finland,1.327847,1,1977
12,DNK,Denmark,1.303856,1,1977
13,NOR,Norway,1.249961,-2,1977
14,HKG,Hong Kong,1.217937,4,1977
15,ISR,Israel,1.173191,2,1977
16,KOR,"Korea, Rep.",1.143845,4,1977
17,NLD,Netherlands,1.124876,-1,1977
18,IRL,Ireland,1.107692,3,1977
19,MEX,Mexico,1.07733,8,1977
20,ESP,Spain,1.077196,-1,1977
21,POL,Poland,1.05479,2,1977
22,HUN,Hungary,1.014631,3,1977
23,ROU,Romania,0.9675872,7,1977
24,PRT,Portugal,0.8859972,2,1977
25,JOR,Jordan,0.8777958,-10,1977
26,LBN,Lebanon,0.8038157,-12,1977
27,BGR,Bulgaria,0.7850696,1,1977
28,IND,India,0.685191,6,1977
29,MNG,Mongolia,0.6206509,0,1977
30,SGP,Singapore,0.5963815,2,1977
31,SLV,El Salvador,0.5915276,8,1977
32,CRI,Costa Rica,0.5859038,11,1977
33,CHN,China,0.5759616,0,1977
34,URY,Uruguay,0.5273222,2,1977
35,ZWE,Zimbabwe,0.523004,2,1977
36,GRC,Greece,0.5224572,-5,1977
37,MUS,Mauritius,0.4959114,8,1977
38,SYR,Syrian Arab Republic,0.4792296,-16,1977
39,ARG,Argentina,0.4758263,2,1977
40,NZL,New Zealand,0.4649357,0,1977
41,PAN,Panama,0.4501956,-6,1977
42,COL,Colombia,0.4258591,4,1977
43,AUS,Australia,0.400418,-1,1977
44,BRA,Brazil,0.2936547,12,1977
45,GTM,Guatemala,0.2663836,3,1977
46,PAK,Pakistan,0.2594319,-2,1977
47,CHL,Chile,0.2374499,3,1977
48,NIC,Nicaragua,0.1931846,12,1977
49,KHM,Cambodia,0.1914551,-11,1977
50,ZAF,South Africa,0.1907409,4,1977
51,MAR,Morocco,0.1899152,0,1977
52,DOM,Dominican Republic,0.139245,10,1977
53,PHL,Philippines,0.1145738,5,1977
54,TUR,Turkey,0.106301,-7,1977
55,EGY,Egypt,0.0712514,2,1977
56,THA,Thailand,0.0398238,10,1977
57,JAM,Jamaica,0.0312654,-8,1977
58,ALB,Albania,0.0009006,-5,1977
59,HND,Honduras,-0.0074892,5,1977
60,MYS,Malaysia,-0.0079331,9,1977
61,TUN,Tunisia,-0.0417249,-9,1977
62,KEN,Kenya,-0.0721204,-7,1977
63,VNM,Viet Nam,-0.0835711,-2,1977
64,PER,Peru,-0.1224748,-5,1977
65,KWT,Kuwait,-0.1587507,-41,1977
66,BGD,Bangladesh,-0.2089411,9,1977
67,MRT,Mauritania,-0.2185261,3,1977
68,PRY,Paraguay,-0.2611176,5,1977
69,LAO,Lao PDR,-0.2750656,10,1977
70,MWI,Malawi,-0.3608847,-3,1977
71,TTO,Trinidad and Tobago,-0.4152372,-8,1977
72,DZA,Algeria,-0.5296663,4,1977
73,ZMB,Zambia,-0.5384926,4,1977
74,LKA,Sri Lanka,-0.5418959,10,1977
75,CUB,Cuba,-0.5988818,6,1977
76,SEN,Senegal,-0.7277276,-11,1977
77,MOZ,Mozambique,-0.7444651,6,1977
78,MLI,Mali,-0.8469102,-6,1977
79,BOL,Bolivia,-0.8548996,-5,1977
80,SDN,Sudan,-0.8594076,2,1977
81,ECU,Ecuador,-0.9300736,13,1977
82,CIV,Cote d'Ivoire,-0.9432851,7,1977
83,MDG,Madagascar,-0.9501475,2,1977
84,TZA,Tanzania,-0.9778984,-6,1977
85,ETH,Ethiopia,-0.9966109,-5,1977
86,ARE,United Arab Emirates,-1.015815,-18,1977
87,VEN,Venezuela,-1.069096,14,1977
88,UGA,Uganda,-1.229096,-1,1977
89,CMR,Cameroon,-1.249516,-1,1977
90,LBR,Liberia,-1.28924,-4,1977
91,IDN,Indonesia,-1.289797,2,1977
92,GHA,Ghana,-1.458512,-2,1977
93,AGO,Angola,-1.458735,-1,1977
94,IRN,Iran,-1.507274,-3,1977
95,COG,Congo,-1.637269,0,1977
96,PNG,Papua New Guinea,-1.76626,0,1977
97,LBY,Libya,-1.952828,5,1977
98,QAT,Qatar,-1.974587,-27,1977
99,GIN,Guinea,-2.085948,0,1977
100,GAB,Gabon,-2.120762,-2,1977
101,NGA,Nigeria,-2.164056,-1,1977
102,SAU,Saudi Arabia,-3.178353,1,1977
103,OMN,Oman,-3.604157,-6,1977
1,JPN,Japan,1.635599,0,1978
2,SWE,Sweden,1.603686,0,1978
3,CHE,Switzerland,1.587841,0,1978
4,AUT,Austria,1.527027,2,1978
5,GBR,United Kingdom,1.498127,-1,1978
6,USA,United States,1.48351,4,1978
7,FRA,France,1.433631,1,1978
8,ITA,Italy,1.418233,-3,1978
9,BEL,Belgium,1.366904,0,1978
10,FIN,Finland,1.325172,1,1978
11,DNK,Denmark,1.294486,1,1978
12,NOR,Norway,1.244161,1,1978
13,IRL,Ireland,1.208678,5,1978
14,NLD,Netherlands,1.187811,3,1978
15,CAN,Canada,1.162035,-8,1978
16,ESP,Spain,1.15322,4,1978
17,JOR,Jordan,1.134139,8,1978
18,ISR,Israel,1.043689,-3,1978
19,POL,Poland,1.033881,2,1978
20,HKG,Hong Kong,1.008105,-6,1978
21,HUN,Hungary,1.001566,1,1978
22,KOR,"Korea, Rep.",0.9738265,-6,1978
23,ROU,Romania,0.9387779,0,1978
24,PRT,Portugal,0.9318039,0,1978
25,BGR,Bulgaria,0.8766032,2,1978
26,MEX,Mexico,0.8126208,-7,1978
27,SGP,Singapore,0.7178077,3,1978
28,GRC,Greece,0.7028777,8,1978
29,NZL,New Zealand,0.6429235,11,1978
30,URY,Uruguay,0.6308056,4,1978
31,CHN,China,0.629857,2,1978
32,LBN,Lebanon,0.5810612,-6,1978
33,ARG,Argentina,0.472501,6,1978
34,MUS,Mauritius,0.4529403,3,1978
35,AUS,Australia,0.4435672,8,1978
36,ALB,Albania,0.4398403,22,1978
37,IND,India,0.4344397,-9,1978
38,DOM,Dominican Republic,0.3673106,14,1978
39,TUR,Turkey,0.3500039,15,1978
40,BRA,Brazil,0.3422488,4,1978
41,MAR,Morocco,0.3391356,10,1978
42,CHL,Chile,0.3088628,5,1978
43,PHL,Philippines,0.2658583,10,1978
44,SLV,El Salvador,0.2471679,-13,1978
45,EGY,Egypt,0.2470117,10,1978
46,ZAF,South Africa,0.2454384,4,1978
47,TUN,Tunisia,0.2187697,14,1978
48,PAK,Pakistan,0.2087383,-2,1978
49,KEN,Kenya,0.1653879,13,1978
50,MNG,Mongolia,0.1652316,-21,1978
51,THA,Thailand,0.1577332,5,1978
52,JAM,Jamaica,0.1219035,5,1978
53,KHM,Cambodia,0.1123742,-4,1978
54,COL,Colombia,0.0335746,-12,1978
55,BGD,Bangladesh,0.0290186,11,1978
56,VNM,Viet Nam,0.0220401,7,1978
57,PAN,Panama,0.0207167,-16,1978
58,PER,Peru,-0.0014489,6,1978
59,MYS,Malaysia,-0.0308731,1,1978
60,ZWE,Zimbabwe,-0.0314645,-25,1978
61,CRI,Costa Rica,-0.0589722,-29,1978
62,ZMB,Zambia,-0.0957548,11,1978
63,TTO,Trinidad and Tobago,-0.0968651,8,1978
64,MRT,Mauritania,-0.1231354,3,1978
65,LKA,Sri Lanka,-0.1688849,9,1978
66,PRY,Paraguay,-0.1711277,2,1978
67,MLI,Mali,-0.1922841,11,1978
68,CUB,Cuba,-0.1989792,7,1978
69,BOL,Bolivia,-0.2376208,10,1978
70,DZA,Algeria,-0.3125049,2,1978
71,SYR,Syrian Arab Republic,-0.3187759,-33,1978
72,NIC,Nicaragua,-0.320963,-24,1978
73,HND,Honduras,-0.3516375,-14,1978
74,SEN,Senegal,-0.3671923,2,1978
75,GTM,Guatemala,-0.3945974,-30,1978
76,LAO,Lao PDR,-0.5173065,-7,1978
77,MOZ,Mozambique,-0.5379831,0,1978
78,ECU,Ecuador,-0.5898586,3,1978
79,ETH,Ethiopia,-0.6357978,6,1978
80,CIV,Cote d'Ivoire,-0.6409194,2,1978
81,MDG,Madagascar,-0.6513415,2,1978
82,LBR,Liberia,-0.6680456,8,1978
83,CMR,Cameroon,-0.6705227,6,1978
84,GHA,Ghana,-0.6927503,8,1978
85,MWI,Malawi,-0.7093652,-15,1978
86,TZA,Tanzania,-0.7230454,-2,1978
87,UGA,Uganda,-0.8465915,1,1978
88,SDN,Sudan,-0.8475176,-8,1978
89,IDN,Indonesia,-0.9792204,2,1978
90,IRN,Iran,-1.000354,4,1978
91,GIN,Guinea,-1.049373,8,1978
92,VEN,Venezuela,-1.067383,-5,1978
93,PNG,Papua New Guinea,-1.157019,3,1978
94,COG,Congo,-1.190606,1,1978
95,GAB,Gabon,-1.57055,5,1978
96,NGA,Nigeria,-1.663611,5,1978
97,AGO,Angola,-1.756003,-4,1978
98,KWT,Kuwait,-2.183258,-33,1978
99,LBY,Libya,-2.335459,-2,1978
100,OMN,Oman,-2.758698,3,1978
101,SAU,Saudi Arabia,-2.968811,1,1978
102,QAT,Qatar,-4.058877,-4,1978
102,ARE,United Arab Emirates,-4.058877,-16,1978
1,JPN,Japan,2.218625,0,1979
2,CHE,Switzerland,2.070999,1,1979
3,SWE,Sweden,2.040091,-1,1979
4,GBR,United Kingdom,2.000367,1,1979
5,USA,United States,1.900499,1,1979
6,AUT,Austria,1.859994,-2,1979
7,ITA,Italy,1.760014,1,1979
8,CAN,Canada,1.674876,7,1979
9,FRA,France,1.660147,-2,1979
10,BEL,Belgium,1.54064,-1,1979
11,FIN,Finland,1.532383,-1,1979
12,DNK,Denmark,1.441553,-1,1979
13,IRL,Ireland,1.342801,0,1979
14,NOR,Norway,1.302966,-2,1979
15,ESP,Spain,1.302519,1,1979
16,ISR,Israel,1.29906,2,1979
17,HKG,Hong Kong,1.250968,3,1979
18,KOR,"Korea, Rep.",1.207896,4,1979
19,NLD,Netherlands,1.207338,-5,1979
20,POL,Poland,1.060304,-1,1979
21,PRT,Portugal,1.042149,3,1979
22,HUN,Hungary,1.001532,-1,1979
23,ROU,Romania,0.9582824,0,1979
24,ZWE,Zimbabwe,0.9470682,36,1979
25,KHM,Cambodia,0.9410204,28,1979
26,MEX,Mexico,0.9000912,0,1979
27,JOR,Jordan,0.8767591,-10,1979
28,LBN,Lebanon,0.8203644,4,1979
29,BGR,Bulgaria,0.7743694,-4,1979
30,PAN,Panama,0.5701593,27,1979
31,CHN,China,0.57007,0,1979
32,SGP,Singapore,0.5561554,-5,1979
33,URY,Uruguay,0.5429439,-3,1979
34,IND,India,0.5211515,3,1979
35,NZL,New Zealand,0.419543,-6,1979
36,BRA,Brazil,0.4194649,4,1979
37,SLV,El Salvador,0.4081614,7,1979
38,CRI,Costa Rica,0.3385106,23,1979
39,GRC,Greece,0.328111,-11,1979
40,MUS,Mauritius,0.3152788,-6,1979
41,AUS,Australia,0.3127905,-6,1979
42,MNG,Mongolia,0.299724,8,1979
43,PER,Peru,0.2605579,15,1979
44,ARG,Argentina,0.1924247,-11,1979
45,GTM,Guatemala,0.1667045,30,1979
46,QAT,Qatar,0.1068207,56,1979
47,ALB,Albania,0.0898465,-11,1979
48,ZAF,South Africa,0.0653716,-2,1979
49,NIC,Nicaragua,0.0600613,23,1979
50,TUR,Turkey,0.0586755,-11,1979
51,DOM,Dominican Republic,0.0323918,-13,1979
52,PHL,Philippines,-0.0152792,-9,1979
53,PAK,Pakistan,-0.0272555,-5,1979
54,MAR,Morocco,-0.0423394,-13,1979
55,SYR,Syrian Arab Republic,-0.0492019,16,1979
56,COL,Colombia,-0.0511535,-2,1979
57,CHL,Chile,-0.073429,-15,1979
58,JAM,Jamaica,-0.0813269,-6,1979
59,TUN,Tunisia,-0.1633279,-12,1979
60,THA,Thailand,-0.1719087,-9,1979
61,SEN,Senegal,-0.1828997,13,1979
62,VNM,Viet Nam,-0.3487919,-6,1979
63,EGY,Egypt,-0.3597718,-18,1979
64,MYS,Malaysia,-0.3625279,-5,1979
65,ARE,United Arab Emirates,-0.460588,37,1979
66,MOZ,Mozambique,-0.4827375,11,1979
67,MWI,Malawi,-0.4847237,18,1979
68,HND,Honduras,-0.4880042,5,1979
69,KEN,Kenya,-0.5179757,-20,1979
70,LAO,Lao PDR,-0.5485609,6,1979
71,KWT,Kuwait,-0.5559366,27,1979
72,LKA,Sri Lanka,-0.5742253,-7,1979
73,ZMB,Zambia,-0.5940426,-11,1979
74,BGD,Bangladesh,-0.596319,-19,1979
75,PRY,Paraguay,-0.6223627,-9,1979
76,VEN,Venezuela,-0.6296938,16,1979
77,MRT,Mauritania,-0.7468571,-13,1979
78,TTO,Trinidad and Tobago,-0.7494347,-15,1979
79,CUB,Cuba,-0.8213284,-11,1979
80,DZA,Algeria,-0.8224218,-10,1979
81,UGA,Uganda,-0.8477403,6,1979
82,MLI,Mali,-0.9017248,-15,1979
83,BOL,Bolivia,-1.042053,-14,1979
84,ECU,Ecuador,-1.044642,-6,1979
85,TZA,Tanzania,-1.063979,1,1979
86,MDG,Madagascar,-1.107709,-5,1979
87,ETH,Ethiopia,-1.150658,-8,1979
88,SDN,Sudan,-1.232561,0,1979
89,GHA,Ghana,-1.353629,-5,1979
90,CIV,Cote d'Ivoire,-1.478157,-10,1979
91,CMR,Cameroon,-1.504826,-8,1979
92,IRN,Iran,-1.519109,-2,1979
93,OMN,Oman,-1.538413,7,1979
94,LBY,Libya,-1.543099,5,1979
95,COG,Congo,-1.581149,-1,1979
96,LBR,Liberia,-1.64319,-14,1979
97,IDN,Indonesia,-1.764147,-8,1979
98,AGO,Angola,-1.795168,-1,1979
99,SAU,Saudi Arabia,-1.856427,2,1979
100,GAB,Gabon,-2.035966,-5,1979
101,PNG,Papua New Guinea,-2.04746,-8,1979
102,GIN,Guinea,-2.202896,-11,1979
103,NGA,Nigeria,-2.691411,-7,1979
1,JPN,Japan,2.076677,0,1980
2,USA,United States,2.044876,3,1980
3,CHE,Switzerland,2.026353,-1,1980
4,SWE,Sweden,1.966991,-1,1980
5,GBR,United Kingdom,1.839116,-1,1980
6,CAN,Canada,1.730992,2,1980
7,AUT,Austria,1.730323,-1,1980
8,ITA,Italy,1.641726,-1,1980
9,FRA,France,1.587384,0,1980
10,BEL,Belgium,1.494324,0,1980
11,FIN,Finland,1.447236,0,1980
12,ISR,Israel,1.314452,4,1980
13,NOR,Norway,1.307534,1,1980
14,DNK,Denmark,1.301731,-2,1980
15,IRL,Ireland,1.262342,-2,1980
16,POL,Poland,1.218713,4,1980
17,ESP,Spain,1.173522,-2,1980
18,KOR,"Korea, Rep.",1.134356,0,1980
19,NLD,Netherlands,1.132682,0,1980
20,KHM,Cambodia,1.062374,5,1980
21,HKG,Hong Kong,1.049385,-4,1980
22,PRT,Portugal,1.036721,-1,1980
23,HUN,Hungary,0.9757181,-1,1980
24,MEX,Mexico,0.9385163,2,1980
25,JOR,Jordan,0.8603075,2,1980
26,ROU,Romania,0.8113893,-3,1980
27,BGR,Bulgaria,0.7469946,2,1980
28,LBN,Lebanon,0.7139214,0,1980
29,ALB,Albania,0.607415,18,1980
30,URY,Uruguay,0.5680819,3,1980
31,CHN,China,0.5485214,0,1980
32,NZL,New Zealand,0.5315161,3,1980
33,SGP,Singapore,0.5154815,-1,1980
34,BRA,Brazil,0.5073248,2,1980
35,GRC,Greece,0.46682,4,1980
36,MUS,Mauritius,0.4551931,4,1980
37,IND,India,0.4507074,-3,1980
38,AUS,Australia,0.4440124,3,1980
39,PAN,Panama,0.4403414,-9,1980
40,SLV,El Salvador,0.4230236,-3,1980
41,CRI,Costa Rica,0.2714488,-3,1980
42,ZAF,South Africa,0.2504488,6,1980
43,GTM,Guatemala,0.218469,2,1980
44,CHL,Chile,0.180832,13,1980
45,PER,Peru,0.1637374,-2,1980
46,ARG,Argentina,0.1529138,-2,1980
47,TUR,Turkey,0.1213358,3,1980
48,TUN,Tunisia,0.1188809,11,1980
49,MAR,Morocco,0.0787355,5,1980
50,JAM,Jamaica,0.0589573,8,1980
51,DOM,Dominican Republic,0.0556533,0,1980
52,PAK,Pakistan,0.0446356,1,1980
53,COL,Colombia,0.0440275,3,1980
54,THA,Thailand,0.0385208,6,1980
55,PHL,Philippines,0.0160513,-3,1980
56,ZWE,Zimbabwe,0.0117219,-32,1980
57,KWT,Kuwait,0.0093362,14,1980
58,MNG,Mongolia,-0.0229281,-16,1980
59,SYR,Syrian Arab Republic,-0.1128107,-4,1980
60,NIC,Nicaragua,-0.1477809,-11,1980
61,LAO,Lao PDR,-0.1478702,9,1980
62,SEN,Senegal,-0.1709121,-1,1980
63,OMN,Oman,-0.2226198,30,1980
64,VNM,Viet Nam,-0.2282102,-2,1980
65,HND,Honduras,-0.2389445,3,1980
66,KEN,Kenya,-0.3510857,3,1980
67,TTO,Trinidad and Tobago,-0.3666962,11,1980
68,MOZ,Mozambique,-0.428346,-2,1980
69,EGY,Egypt,-0.4427403,-6,1980
70,LKA,Sri Lanka,-0.4668088,2,1980
71,ZMB,Zambia,-0.4668423,2,1980
72,DZA,Algeria,-0.5169209,8,1980
73,ARE,United Arab Emirates,-0.5280234,-8,1980
74,MYS,Malaysia,-0.5319846,-10,1980
75,MWI,Malawi,-0.5522035,-8,1980
76,QAT,Qatar,-0.5567896,-30,1980
77,BOL,Bolivia,-0.5840048,6,1980
78,BGD,Bangladesh,-0.6092114,-4,1980
79,PRY,Paraguay,-0.6680381,-4,1980
80,MRT,Mauritania,-0.7679164,-3,1980
81,MLI,Mali,-0.8397649,1,1980
82,UGA,Uganda,-0.8938605,-1,1980
83,ETH,Ethiopia,-0.9030885,4,1980
84,TZA,Tanzania,-0.9080428,1,1980
85,CUB,Cuba,-0.9672043,-6,1980
86,ECU,Ecuador,-1.047567,-2,1980
87,SDN,Sudan,-1.096061,1,1980
88,MDG,Madagascar,-1.271715,-2,1980
89,VEN,Venezuela,-1.288787,-13,1980
90,LBY,Libya,-1.371359,4,1980
91,IRN,Iran,-1.472119,1,1980
92,GAB,Gabon,-1.582698,8,1980
93,IDN,Indonesia,-1.608585,4,1980
94,LBR,Liberia,-1.65824,2,1980
95,GHA,Ghana,-1.80977,-6,1980
96,CMR,Cameroon,-1.864223,-5,1980
97,AGO,Angola,-1.979042,1,1980
98,CIV,Cote d'Ivoire,-1.983505,-8,1980
99,COG,Congo,-2.147086,-4,1980
100,PNG,Papua New Guinea,-2.152331,1,1980
101,GIN,Guinea,-2.178553,1,1980
102,SAU,Saudi Arabia,-2.526581,-3,1980
103,NGA,Nigeria,-2.740933,0,1980
1,JPN,Japan,2.010404,0,1981
2,CHE,Switzerland,1.911094,1,1981
3,SWE,Sweden,1.88755,1,1981
4,USA,United States,1.868023,-2,1981
5,GBR,United Kingdom,1.823166,0,1981
6,AUT,Austria,1.672082,1,1981
7,ITA,Italy,1.652443,1,1981
8,CAN,Canada,1.560163,-2,1981
9,FRA,France,1.557039,0,1981
10,BEL,Belgium,1.466991,0,1981
11,FIN,Finland,1.43452,0,1981
12,DNK,Denmark,1.374711,2,1981
13,ISR,Israel,1.332644,-1,1981
14,IRL,Ireland,1.291469,1,1981
15,KOR,"Korea, Rep.",1.215593,3,1981
16,NOR,Norway,1.197739,-3,1981
17,POL,Poland,1.137484,-1,1981
18,HKG,Hong Kong,1.129561,3,1981
19,ESP,Spain,1.126437,-2,1981
20,NLD,Netherlands,1.096599,-1,1981
21,PRT,Portugal,1.054845,1,1981
22,HUN,Hungary,0.9886533,1,1981
23,JOR,Jordan,0.9224952,2,1981
24,MEX,Mexico,0.8856391,0,1981
25,QAT,Qatar,0.8317218,51,1981
26,ROU,Romania,0.8058902,0,1981
27,LBN,Lebanon,0.7740776,1,1981
28,BGR,Bulgaria,0.7202162,-1,1981
29,KHM,Cambodia,0.7046056,-9,1981
30,CHN,China,0.6648706,1,1981
31,SGP,Singapore,0.6553636,2,1981
32,NZL,New Zealand,0.634676,0,1981
33,PAN,Panama,0.5811157,6,1981
34,IND,India,0.5409679,3,1981
35,GRC,Greece,0.5368952,0,1981
36,URY,Uruguay,0.5239626,-6,1981
37,MUS,Mauritius,0.5008089,-1,1981
38,BRA,Brazil,0.4875193,-4,1981
39,SLV,El Salvador,0.4873296,1,1981
40,TUR,Turkey,0.4257688,7,1981
41,AUS,Australia,0.3097663,-3,1981
42,TUN,Tunisia,0.3089963,6,1981
43,ZAF,South Africa,0.2999692,-1,1981
44,GTM,Guatemala,0.2743161,-1,1981
45,KWT,Kuwait,0.2622985,12,1981
46,SEN,Senegal,0.2362102,16,1981
47,CRI,Costa Rica,0.2216374,-6,1981
48,COL,Colombia,0.2056809,5,1981
49,ALB,Albania,0.1922351,-20,1981
50,ARG,Argentina,0.1887871,-4,1981
51,PAK,Pakistan,0.1867786,1,1981
52,DOM,Dominican Republic,0.1073778,-1,1981
53,MAR,Morocco,0.107264,-4,1981
54,JAM,Jamaica,0.0787231,-4,1981
55,CHL,Chile,0.0481692,-11,1981
56,MNG,Mongolia,0.0378064,2,1981
57,PER,Peru,0.0296418,-12,1981
58,PHL,Philippines,-0.0191538,-3,1981
59,THA,Thailand,-0.0707456,-5,1981
60,NIC,Nicaragua,-0.1083003,0,1981
61,MYS,Malaysia,-0.1307666,13,1981
62,TTO,Trinidad and Tobago,-0.1391242,5,1981
63,SYR,Syrian Arab Republic,-0.1898837,-4,1981
64,VNM,Viet Nam,-0.2605608,0,1981
65,BGD,Bangladesh,-0.3226573,13,1981
66,HND,Honduras,-0.3378996,-1,1981
67,LKA,Sri Lanka,-0.4134865,3,1981
68,ARE,United Arab Emirates,-0.4137431,5,1981
69,BOL,Bolivia,-0.4507777,8,1981
70,MLI,Mali,-0.4703049,11,1981
71,ZWE,Zimbabwe,-0.4734851,-15,1981
72,ZMB,Zambia,-0.4865515,-1,1981
73,EGY,Egypt,-0.543794,-4,1981
74,MOZ,Mozambique,-0.5590029,-6,1981
75,VEN,Venezuela,-0.6043506,14,1981
76,OMN,Oman,-0.6376025,-13,1981
77,PRY,Paraguay,-0.6743693,2,1981
78,MRT,Mauritania,-0.740427,2,1981
79,ETH,Ethiopia,-0.7476018,4,1981
80,KEN,Kenya,-0.813559,-14,1981
81,LAO,Lao PDR,-0.8263689,-20,1981
82,CUB,Cuba,-0.9217841,3,1981
83,ECU,Ecuador,-1.086303,3,1981
84,SDN,Sudan,-1.111153,3,1981
85,LBR,Liberia,-1.140834,9,1981
86,MDG,Madagascar,-1.149315,2,1981
87,CIV,Cote d'Ivoire,-1.166833,11,1981
88,MWI,Malawi,-1.297498,-13,1981
89,IRN,Iran,-1.31948,2,1981
90,TZA,Tanzania,-1.419682,-6,1981
